A,B,C,D,E
5.3,19.0,2.3,12.7,3.28
3.8,0.8,2.56,10.9,1.82
9.0,5.9,2.44,15.6,3.96
7.3,38.0,1.92,17.0,2.34
8.9,30.4,2.6,13.2,4.72
1.8,22.4,2.02,10.6,3.46
3.8,30.6,1.34,10.4,1.58
6.6,18.7,2.56,18.9,4.68
4.4,6.9,1.34,17.9,1.64
1.2,29.2,1.46,15.6,3.04
9.1,28.6,1.44,17.1,2.04
5.7,16.8,1.22,18.5,3.86
1.9,6.1,1.44,19.7,4.52
9.1,34.8,1.4,13.9,3.64
7.1,1.3,2.26,12.7,3.1
6.0,16.3,2.78,13.5,2.52
3.8,24.4,2.42,15.5,2.86
0.0,33.4,2.86,14.6,2.18
0.2,0.7,1.66,17.0,4.96
7.6,15.3,1.02,13.9,3.2
9.1,3.5,2.36,15.8,2.08
6.1,4.7,1.6,14.2,2.8
6.2,8.4,2.92,19.1,4.24
2.4,2.7,2.34,16.5,4.92
5.5,19.5,2.38,10.8,1.82
3.2,20.7,2.72,10.5,2.36
3.7,20.3,1.36,16.4,1.46
0.5,30.6,2.42,10.2,4.96
5.7,10.3,1.24,17.3,4.96
4.3,22.9,2.28,13.6,3.34
4.4,10.0,1.1,18.6,4.64
3.1,2.8,2.4,13.2,3.82
4.4,12.6,1.52,10.8,2.08
6.0,33.7,2.56,15.2,1.28
4.6,0.9,2.02,17.6,1.08
2.0,10.5,2.94,19.1,3.0
7.9,16.6,2.72,15.0,3.62
8.4,25.6,1.94,17.0,1.58
7.4,29.4,2.74,12.5,2.04
10.0,27.6,2.56,11.5,2.44
3.5,6.4,2.96,13.9,1.58
9.8,27.0,2.34,18.9,3.06
1.8,38.7,1.86,15.0,3.08
1.9,18.7,3.0,13.8,3.14
5.6,31.6,1.32,15.4,2.66
1.7,13.7,2.88,19.5,2.82
4.6,34.2,1.74,13.5,4.76
4.8,10.4,1.18,16.4,2.4
1.3,3.3,2.06,18.4,2.34
1.4,37.9,2.8,17.6,2.08
3.0,10.9,1.1,18.9,2.96
0.0,3.2,1.1,14.4,2.92
5.3,35.3,2.02,10.8,2.4
0.2,23.0,1.28,13.6,2.44
1.5,31.6,2.34,18.6,4.38
8.6,26.5,2.12,10.0,2.52
5.6,18.1,2.1,16.5,4.12
7.4,33.9,1.12,16.2,4.24
1.1,6.4,2.0,14.2,4.44
7.3,33.2,2.14,12.7,3.14
9.5,0.0,2.26,19.9,2.78
1.5,13.2,1.5,13.0,2.96
7.1,7.9,2.14,16.8,4.12
7.5,27.0,1.6,20.0,4.94
2.3,24.0,2.3,18.8,1.04
2.7,2.7,2.82,10.7,4.68
0.7,22.2,1.24,13.3,4.86
9.1,2.2,1.34,14.8,3.36
3.5,10.8,2.86,19.5,3.98
8.9,10.6,2.48,15.7,3.2
0.7,14.4,1.24,17.4,4.08
5.7,36.8,1.46,14.6,1.42
5.9,35.3,2.12,12.4,3.3
4.9,39.6,1.56,10.2,3.24
2.7,39.7,2.1,14.4,4.52
9.1,13.8,2.06,15.1,1.46
10.0,28.3,1.08,19.5,1.52
4.0,29.7,1.68,19.8,1.7
9.9,9.8,1.36,19.5,3.12
6.3,31.6,2.08,13.3,3.88
2.6,12.2,2.52,20.0,2.1
6.2,31.9,2.36,16.8,1.18
1.6,28.6,1.86,19.1,2.06
7.2,8.0,2.54,19.1,2.6
3.2,0.9,1.74,10.7,3.14
8.3,0.7,2.22,12.6,4.3
7.6,20.4,1.42,17.9,2.6
9.1,31.4,2.44,16.2,3.52
2.8,19.6,1.78,18.1,2.94
1.2,19.7,1.5,12.4,3.62
4.5,2.9,1.08,15.7,4.54
3.4,40.0,2.84,14.7,2.2
0.5,1.9,2.06,10.0,3.96
8.1,4.7,2.7,10.7,1.7
6.8,12.9,1.96,12.0,3.02
4.6,29.2,1.04,19.7,1.9
2.4,38.4,2.82,18.7,2.88
6.5,13.1,1.74,20.0,2.4
0.9,35.5,1.26,18.9,1.86
5.5,5.3,1.92,17.7,2.26
2.9,37.7,1.26,12.8,3.9
0.4,28.0,2.48,12.9,1.24
3.2,38.6,2.44,10.2,1.24
6.4,26.4,1.74,10.6,1.48
1.7,21.4,2.26,19.9,1.08
9.5,28.9,1.86,11.0,3.54
4.8,4.2,2.38,13.1,1.76
1.0,7.3,2.28,15.8,4.12
8.4,34.9,1.48,11.1,3.14
2.5,27.7,1.3,17.8,4.68
6.2,32.5,1.28,13.7,4.46
8.8,24.1,2.94,12.3,4.2
8.5,12.9,2.6,16.4,3.74
5.8,34.9,1.04,11.7,4.7
2.6,19.3,2.32,14.5,1.48
4.8,3.1,1.72,15.5,2.46
7.6,10.5,2.6,16.2,1.76
3.2,39.9,2.08,10.6,1.3
9.7,20.3,1.74,16.5,4.74
9.8,0.0,2.24,13.9,4.1
0.0,24.4,1.0,15.3,4.42
2.0,7.1,2.4,13.0,4.7
5.4,30.5,2.78,19.6,1.62
0.5,39.6,1.36,15.1,2.24
9.1,1.4,2.02,19.3,2.84
8.0,5.2,1.58,13.0,1.88
6.8,0.7,2.08,13.3,2.04
9.4,32.9,1.26,10.6,4.76
0.4,4.5,1.24,18.8,1.98
0.2,32.4,2.66,11.5,4.08
5.2,11.3,2.78,12.1,1.5
2.2,14.6,1.52,19.9,3.6
10.0,16.5,2.76,15.2,2.78
5.2,37.8,1.16,19.0,1.76
3.6,13.8,1.8,11.6,4.84
7.3,11.6,1.94,10.3,4.24
7.3,29.8,1.22,16.0,2.04
8.2,27.5,1.18,19.8,4.46
1.6,27.6,1.1,18.5,4.9
8.4,33.7,1.66,15.1,1.42
7.7,31.2,2.02,13.4,4.74
7.2,17.7,1.8,14.3,3.66
0.0,32.9,2.64,11.4,2.02
5.0,35.3,1.1,16.0,5.0
4.4,15.3,1.02,14.3,2.48
7.6,20.0,1.28,12.0,2.44
0.3,36.5,1.32,17.6,1.56
6.1,11.4,1.3,14.6,4.4
6.4,15.8,1.54,17.4,3.42
3.1,4.1,2.68,14.8,4.22
3.3,24.6,2.42,15.2,4.16
9.1,6.7,1.18,12.6,2.7
9.4,32.5,1.18,13.0,1.9
7.1,33.3,1.18,14.3,1.06
3.8,19.5,2.44,13.1,1.02
2.5,8.9,1.54,12.9,3.64
3.3,11.0,1.46,11.7,1.9
5.3,36.7,1.36,16.2,2.56
0.2,35.8,2.92,11.5,3.92
4.9,14.4,2.34,13.4,4.3
1.1,27.4,2.1,16.1,2.16
6.4,17.8,2.32,10.8,2.42
5.3,24.0,1.82,16.1,1.38
0.4,32.5,1.22,13.8,4.9
9.3,31.8,1.34,15.0,2.04
9.3,33.0,1.44,20.0,3.12
5.6,15.2,2.66,10.9,2.08
1.6,10.3,1.1,15.1,4.32
4.6,7.4,2.04,11.1,3.4
2.2,12.7,2.94,17.1,4.26
7.8,19.8,1.82,16.1,4.7
10.0,15.3,2.3,10.2,1.28
8.4,5.5,1.58,18.2,1.0
1.3,27.7,1.16,11.0,2.88
6.5,34.4,2.8,10.7,3.72
7.4,1.8,1.82,18.9,4.0
5.0,15.8,1.66,12.2,4.58
3.7,2.5,1.78,10.9,4.06
6.3,16.8,2.74,11.7,4.74
9.7,2.2,1.32,17.5,1.34
3.7,4.6,1.56,13.8,3.08
4.9,1.2,2.98,12.5,4.7
9.7,21.6,1.98,11.0,2.28
8.1,32.1,2.5,10.9,2.52
2.9,19.3,2.88,10.2,3.3
7.8,14.3,1.96,16.1,2.36
9.0,7.2,2.44,17.0,3.82
5.0,15.5,2.2,16.0,4.46
6.2,7.6,2.64,10.3,4.92
9.7,16.8,1.9,16.0,2.48
5.1,28.6,1.9,10.7,4.18
3.7,8.4,1.32,20.1,2.0
9.6,18.1,2.3,11.2,4.92
8.7,31.4,1.08,11.1,1.28
7.8,29.6,2.06,13.4,4.6
2.9,11.1,1.3,20.1,4.96
5.0,22.9,2.6,15.3,2.36
8.0,9.5,2.8,15.0,1.28
0.4,16.7,1.12,14.2,1.58
2.8,37.7,1.14,19.9,2.54
0.3,15.5,2.42,16.5,4.02
0.9,10.4,2.72,11.4,1.68
5.5,19.2,2.9,14.8,2.36
1.6,32.9,2.62,13.3,3.78
7.3,13.1,1.74,13.8,1.9
1.6,35.4,2.06,12.5,3.5
8.3,38.1,2.5,16.8,4.92
8.7,13.7,1.28,14.7,4.26
6.8,33.0,2.82,18.8,2.68
3.3,26.9,1.98,15.0,1.94
0.5,3.7,2.1,19.7,2.32
5.2,39.5,2.88,10.3,4.62
6.5,4.4,1.16,19.7,2.76
7.6,40.0,1.14,12.6,4.26
4.2,16.2,1.36,14.1,2.02
7.4,33.0,2.0,15.5,1.42
2.2,25.2,2.42,19.2,4.3
5.4,16.8,2.94,16.8,2.96
7.9,28.4,2.12,11.7,4.78
9.4,27.3,2.34,16.0,4.84
7.4,1.9,1.6,10.3,3.6
1.5,23.8,1.04,10.0,2.74
0.7,26.9,2.96,14.9,3.7
0.3,30.9,2.64,18.3,3.34
0.3,3.0,1.84,16.9,1.76
5.5,31.3,1.56,11.9,1.34
2.4,10.3,1.18,11.9,3.08
6.6,16.9,1.22,14.5,3.6
9.5,18.5,1.9,12.6,3.9
6.6,12.7,1.58,12.5,2.58
2.6,20.9,2.86,13.1,3.32
9.2,28.0,2.62,10.9,1.0
3.1,25.2,2.74,18.1,3.32
4.9,1.8,1.62,11.1,3.54
6.0,19.9,2.44,17.3,1.5
5.0,21.9,1.92,18.7,4.58
1.8,13.5,2.74,12.3,1.22
2.0,22.2,2.24,15.0,1.74
0.4,0.2,1.5,13.7,2.68
8.1,23.5,1.04,14.5,4.36
9.1,34.1,1.44,18.8,2.04
4.1,22.7,2.48,10.7,1.24
6.0,40.0,2.46,15.4,3.54
2.1,14.1,1.98,17.7,2.5
2.0,0.8,1.7,13.0,1.24
6.9,18.9,1.24,18.7,3.9
0.0,34.9,1.56,11.5,3.92
0.4,16.4,1.74,11.9,3.92
1.1,13.8,2.52,13.7,4.94
8.9,27.5,2.78,11.4,1.94
4.5,29.0,2.66,17.7,4.96
3.3,5.2,1.08,17.5,2.4
4.8,17.4,1.38,13.3,4.1
7.7,10.9,2.54,17.1,2.82
8.9,20.2,1.26,11.8,3.92
4.4,13.5,1.14,16.8,2.7
2.6,0.3,1.94,19.0,2.64
7.2,15.4,1.24,16.2,1.94
2.5,17.1,1.46,17.6,1.56
4.6,35.7,2.56,13.1,4.5
8.5,4.6,2.28,19.4,1.36
5.5,9.3,2.7,13.6,2.96
9.3,4.7,1.66,16.5,1.92
6.2,23.9,2.0,10.6,2.76
4.7,34.6,1.04,14.7,2.18
6.0,21.2,2.78,11.0,4.5
8.0,33.9,2.54,17.4,3.94
2.5,32.3,2.14,18.6,3.92
3.5,13.8,2.42,13.0,1.82
0.0,20.4,2.08,14.3,2.52
0.7,38.0,2.58,14.4,2.5
9.8,7.2,1.82,17.1,4.52
5.1,0.3,1.4,15.5,3.84
7.8,7.5,1.18,13.1,4.74
4.6,32.8,2.12,12.0,2.34
5.5,7.6,1.48,13.0,2.56
8.5,30.3,2.1,10.0,4.08
1.3,25.5,1.74,17.6,2.48
8.9,10.1,2.7,11.0,4.64
2.7,10.5,2.2,19.2,2.72
8.6,33.2,1.92,16.7,1.28
7.7,3.8,2.06,13.5,4.58
8.7,31.3,1.9,17.8,4.16
0.1,27.4,2.34,15.8,2.78
2.5,8.7,1.06,16.6,1.12
1.3,21.0,2.86,15.5,1.24
5.8,36.8,2.3,15.0,4.62
5.5,7.6,2.84,12.8,1.24
0.6,7.6,1.84,18.4,3.94
0.2,2.7,2.22,10.1,1.18
2.2,24.4,2.98,10.5,3.46
1.7,6.5,2.68,13.0,4.58
3.7,26.5,2.68,15.3,4.28
9.8,38.1,2.68,18.7,4.58
1.4,20.4,1.06,13.9,3.5
6.3,5.7,2.28,11.6,1.52
8.8,20.0,2.22,10.4,4.22
10.0,22.4,2.78,10.1,2.98
2.7,14.1,1.02,15.7,4.78
7.3,38.0,1.16,11.1,1.3
3.8,36.7,2.12,10.4,2.16
5.6,8.3,1.88,15.9,1.4
1.6,14.2,1.34,14.0,1.3
8.5,35.1,1.94,11.9,1.24
8.9,3.2,1.82,17.1,1.64
4.3,40.0,1.8,10.0,4.62
2.4,15.1,2.48,15.5,2.36
1.6,15.7,2.76,16.9,4.08
1.2,14.0,2.78,15.5,2.02
8.3,25.0,2.14,15.3,2.28
2.4,30.2,2.98,11.0,1.86
6.7,11.1,1.82,10.2,4.14
0.9,14.3,1.68,19.4,4.0
6.6,20.8,1.74,12.7,2.56
1.7,22.3,2.32,10.4,1.3
9.9,4.2,1.8,18.9,4.64
8.5,26.3,2.96,11.5,1.34
3.3,24.3,1.98,13.0,1.32
0.7,0.2,2.7,12.7,2.02
3.9,12.4,2.42,10.6,4.44
8.2,26.7,2.56,20.1,2.1
4.1,8.3,1.88,10.8,2.84
4.0,1.5,2.4,13.8,4.62
10.0,33.3,1.36,19.8,1.16
0.5,5.8,1.32,14.2,3.88
5.1,17.6,2.28,12.6,1.52
2.5,6.2,2.84,17.5,1.72
6.3,4.8,2.52,18.8,1.42
9.7,30.6,2.1,19.2,2.42
5.8,24.5,2.84,19.4,4.88
5.5,28.8,1.8,19.7,4.3
5.8,28.5,1.82,13.2,2.96
6.9,33.1,1.1,19.0,2.42
10.0,1.4,2.36,15.5,4.42
3.2,33.7,2.94,10.1,3.44
5.2,25.4,2.48,11.3,2.8
2.1,9.1,2.44,11.2,1.7
2.0,27.8,1.78,12.3,2.94
6.9,20.5,1.8,16.8,4.04
6.9,9.3,1.16,13.3,1.82
0.3,22.4,1.14,18.6,3.2
9.3,30.0,1.86,11.8,1.24
7.4,31.7,2.14,12.9,4.66
6.1,19.8,2.32,14.8,2.56
6.1,27.0,1.24,14.2,3.34
9.3,23.3,1.36,11.5,4.56
9.4,4.5,2.94,15.1,4.54
2.3,6.3,2.9,19.7,2.02
5.4,22.9,1.96,14.8,4.2
0.8,24.8,2.58,11.0,2.88
0.2,24.5,2.98,17.7,4.04
3.0,7.4,2.62,14.6,3.22
3.9,15.6,2.54,17.8,2.14
10.0,22.2,1.58,13.4,4.34
3.5,18.9,2.3,17.0,2.72
2.3,5.1,2.52,12.8,4.3
9.4,8.7,2.8,15.3,1.04
0.5,31.2,2.16,18.5,3.3
6.5,33.8,2.04,12.2,1.3
8.3,6.5,2.02,12.3,3.58
9.1,14.9,2.6,19.8,1.44
7.4,1.9,1.6,10.9,2.94
0.3,3.2,1.28,16.0,4.14
7.8,32.7,1.38,10.7,1.18
0.5,28.0,1.08,14.7,2.28
9.3,4.5,1.12,17.5,1.42
5.0,7.2,1.34,19.2,2.02
6.1,35.3,2.1,12.8,3.2
5.6,31.2,2.48,18.6,4.66
6.5,34.2,2.9,12.5,4.2
7.8,13.2,2.8,13.6,2.58
7.4,5.4,2.78,19.5,4.14
0.7,6.0,3.0,15.1,4.02
2.5,34.4,1.88,13.7,3.64
5.0,0.7,1.54,10.5,2.04
4.4,27.1,1.98,10.7,4.64
4.3,24.5,1.02,11.6,1.44
0.4,17.5,2.66,17.5,3.1
6.9,11.5,2.34,16.1,2.8
2.5,31.6,2.52,18.5,3.36
6.7,27.0,1.46,17.7,3.74
1.8,19.2,1.94,13.3,3.38
8.3,14.9,1.88,11.8,4.2
9.6,13.0,2.84,16.9,2.84
1.9,10.1,2.14,18.1,2.22
1.1,30.9,1.7,19.9,2.62
4.6,26.9,1.02,13.6,4.08
0.0,29.1,1.34,13.7,1.12
8.9,20.9,1.96,11.4,2.98
1.3,36.0,1.14,20.1,4.08
6.3,33.7,2.14,13.9,2.46
3.7,6.6,1.28,10.8,3.74
3.6,0.9,1.32,15.2,2.12
1.0,4.8,1.44,16.9,1.58
9.9,11.0,2.3,16.5,1.04
7.6,32.0,2.38,17.9,4.12
0.2,21.8,2.84,15.1,1.26
3.2,5.6,1.52,10.0,2.52
0.5,28.2,1.72,12.9,2.64
4.9,11.2,1.96,19.6,4.04
0.9,13.2,2.26,10.0,3.74
0.4,7.0,1.66,13.8,2.56
2.2,8.2,1.34,11.5,4.52
0.9,5.6,2.26,11.6,1.74
4.3,37.5,2.46,20.1,4.96
0.1,34.8,1.86,18.1,3.82
1.2,27.0,1.32,12.1,4.14
3.9,11.0,2.16,18.5,1.78
0.1,35.6,1.24,19.8,3.78
8.3,37.4,2.02,13.0,3.82
6.4,7.5,2.18,13.9,3.56
6.2,15.7,1.82,12.6,2.34
10.0,1.9,2.8,13.5,1.96
7.2,13.0,2.26,10.3,1.34
1.6,32.8,2.3,16.8,4.26
0.8,12.1,1.66,12.4,2.26
7.4,4.0,2.88,19.4,2.9
1.4,16.6,2.72,17.7,1.54
2.3,12.9,2.4,12.9,4.18
3.7,2.2,2.26,14.6,4.98
3.4,27.8,1.64,11.1,1.48
9.3,25.0,1.22,12.6,4.48
9.4,39.9,2.5,14.4,3.94
4.8,0.8,1.36,18.7,4.2
6.8,1.2,1.16,16.2,1.58
6.1,30.6,2.46,15.4,4.28
5.9,31.9,1.32,12.9,4.6
4.9,5.1,1.98,18.1,3.02
7.7,20.8,1.76,11.3,3.32
7.4,3.7,1.8,15.5,3.1
0.8,9.9,1.18,11.8,2.46
3.3,19.2,1.22,18.5,2.36
7.5,19.0,2.56,12.5,1.14
9.8,5.0,2.88,17.0,3.44
3.4,39.2,1.28,19.1,2.92
0.0,14.0,1.54,13.7,3.0
3.9,16.7,1.06,16.8,1.0
6.3,31.0,1.7,13.5,2.88
2.1,10.8,2.28,11.7,1.12
5.9,20.6,2.94,15.6,2.22
6.3,29.9,1.92,17.7,3.2
9.2,10.9,2.6,12.2,2.72
7.1,19.5,1.76,11.3,4.7
1.0,15.1,1.74,19.5,2.72
10.0,24.2,1.86,16.8,3.44
1.3,12.7,2.0,12.1,5.0
5.9,10.4,2.92,12.7,1.14
2.9,0.9,2.68,14.2,2.26
3.4,35.5,1.5,17.5,3.7
8.4,14.7,1.7,11.7,3.6
3.6,36.4,2.36,19.9,3.52
0.4,36.3,2.92,19.4,4.7
8.2,13.9,1.0,17.6,3.52
7.7,18.9,2.04,18.3,4.18
2.5,9.3,1.1,13.5,3.3
6.1,22.8,1.72,10.6,4.9
0.3,6.2,1.02,12.2,1.96
8.8,33.9,2.36,13.3,4.3
4.1,2.4,2.78,19.5,3.58
8.8,26.7,1.8,12.0,3.52
1.7,28.0,2.0,16.9,3.72
3.9,1.0,1.92,17.9,1.9
7.1,31.9,1.24,19.8,2.28
3.8,20.0,2.5,14.6,4.52
1.3,12.5,2.36,15.2,4.12
3.1,30.5,2.3,18.3,2.78
5.0,18.9,2.16,14.0,1.56
3.7,8.8,2.34,17.4,1.64
9.6,35.4,2.16,13.1,1.54
2.2,11.5,2.8,11.3,2.88
6.2,35.1,1.18,18.7,2.64
1.4,17.6,1.24,19.4,3.22
9.6,1.3,1.02,11.6,4.06
2.4,25.6,2.78,12.4,3.26
1.6,20.8,1.28,16.3,1.56
9.6,28.0,1.9,17.2,3.76
6.5,32.7,2.12,18.5,3.02
7.7,32.4,1.18,14.7,4.22
5.2,38.8,1.42,13.4,3.06
5.0,10.4,2.76,13.6,1.94
3.8,14.6,2.56,15.4,4.08
5.0,27.8,2.52,11.6,3.46
6.9,0.8,1.14,12.7,4.98
0.5,11.7,1.4,10.0,4.34
6.6,9.3,2.68,15.2,4.16
0.6,14.3,1.42,17.2,4.84
5.0,28.8,2.92,15.4,4.32
7.1,38.5,1.88,16.0,3.2
4.1,1.3,2.8,11.2,1.46
6.3,25.6,1.78,14.6,4.9
1.4,34.5,1.42,16.3,1.44
2.8,18.5,1.58,13.1,4.76
3.2,34.4,2.22,12.7,4.08
9.3,39.9,2.44,15.2,1.3
2.6,20.6,1.88,13.0,4.44
3.5,34.5,1.68,10.7,1.52
2.8,17.1,2.62,17.1,5.0
3.7,26.9,1.82,19.7,3.64
5.6,22.0,1.08,18.6,4.72
9.6,15.1,1.52,17.3,4.98
10.0,11.0,2.38,20.0,1.68
2.6,18.2,2.22,12.4,4.94
5.4,39.8,1.62,13.2,4.46
3.2,33.8,1.14,16.7,2.1
6.7,7.1,2.68,10.6,3.52
8.5,38.5,1.34,19.6,4.02
6.5,28.2,2.54,16.5,3.74
0.9,7.3,1.28,14.5,1.74
0.4,35.4,1.5,19.5,4.94
7.3,21.4,2.04,10.4,4.5
9.6,32.7,1.86,11.6,1.16
3.7,2.2,1.62,17.5,4.54
1.2,6.7,1.54,15.1,2.36
3.0,39.7,1.76,11.1,4.5
4.6,37.2,1.62,16.1,4.32
9.9,36.1,2.52,13.4,1.08
8.7,9.2,2.56,16.1,2.66
5.1,32.0,1.34,12.0,3.76
5.5,32.3,2.38,18.4,2.18
1.4,38.3,1.2,16.5,4.08
2.8,6.2,1.62,15.2,3.68
0.7,22.3,1.38,12.0,4.74
0.4,22.4,2.92,11.4,4.54
2.8,36.8,1.78,17.4,2.32
4.6,34.5,1.14,17.3,2.36
6.7,33.6,1.68,18.1,4.64
7.5,10.2,2.36,12.2,2.52
4.4,21.4,2.96,13.0,3.86
0.1,19.1,2.54,15.3,3.34
2.6,15.9,1.4,15.4,1.22
9.4,37.1,1.46,12.5,1.52
3.5,20.6,1.32,15.2,4.2
3.5,26.8,1.34,16.5,2.68
2.5,19.3,2.94,13.8,3.14
4.2,37.9,1.22,10.6,2.08
2.6,15.1,1.3,18.7,2.02
6.8,23.6,1.06,13.8,1.72
1.9,8.7,2.76,13.1,3.24
1.0,1.0,1.66,12.5,3.38
7.3,18.6,2.82,18.6,1.28
3.7,21.3,1.9,17.7,2.66
0.5,1.4,2.48,12.8,2.64
7.1,26.5,2.52,12.4,2.28
2.2,29.6,1.6,15.5,4.9
4.6,7.2,1.48,13.0,1.04
8.9,5.1,2.46,16.5,4.98
4.5,12.7,1.46,10.1,3.08
1.1,2.7,2.28,18.6,3.64
8.9,6.4,1.48,14.6,3.72
1.2,1.6,1.54,17.4,3.56
6.1,35.0,1.7,12.8,1.58
8.1,13.7,2.62,19.8,2.4
8.8,31.8,1.1,14.8,3.94
9.6,22.8,2.3,17.2,2.84
5.9,25.3,2.32,13.1,1.52
4.2,20.9,2.42,12.9,2.24
7.5,29.3,2.88,11.4,2.6
9.9,23.0,1.94,16.1,1.6
6.7,24.0,2.64,17.7,3.92
0.4,6.9,2.38,11.6,3.26
3.6,10.3,2.54,12.1,3.02
7.1,20.3,2.32,12.9,2.84
9.1,5.2,1.94,18.0,4.78
3.0,37.4,2.28,11.5,3.68
0.8,32.9,1.86,15.1,4.28
5.0,5.3,2.86,10.7,2.4
2.8,27.5,2.24,16.3,2.7
7.7,33.4,1.9,13.8,3.7
3.9,3.0,1.36,13.0,4.68
4.0,13.4,2.26,11.1,1.54
8.5,5.7,2.64,13.2,2.62
1.0,10.4,2.44,15.7,2.88
2.2,26.5,2.4,11.1,1.32
0.0,0.9,3.0,12.4,3.76
4.5,25.2,1.98,13.7,3.84
10.0,29.4,2.24,14.7,4.14
2.0,15.5,1.8,18.1,2.88
8.9,15.7,1.12,18.2,3.4
3.5,3.6,1.16,15.4,1.1
5.3,11.8,1.06,10.2,1.22
8.6,6.6,2.76,19.8,2.72
5.6,24.1,1.96,16.8,4.76
0.0,29.8,2.5,13.4,3.04
6.2,21.2,1.1,15.0,3.06
5.3,30.7,2.62,12.6,4.26
5.4,10.0,1.4,13.6,1.68
3.9,5.5,1.28,18.4,2.32
1.4,33.1,2.32,11.5,3.1
2.0,32.3,2.3,19.1,2.82
4.6,23.8,2.1,12.4,2.24
7.2,39.2,2.34,13.2,2.64
5.2,23.0,1.62,16.1,4.34
0.8,36.1,2.3,11.6,2.62
7.3,38.0,1.56,14.2,1.6
5.1,9.1,2.3,12.9,1.72
5.6,27.8,1.66,14.0,3.64
2.5,10.8,1.52,10.3,3.28
4.0,31.6,2.18,16.5,3.4
3.4,16.7,1.76,15.9,3.62
6.2,29.9,1.86,10.8,3.34
2.4,21.7,2.62,13.0,4.06
8.9,22.1,1.7,18.8,4.02
7.4,16.0,1.36,20.0,4.32
3.7,1.5,2.8,19.9,4.66
0.1,27.7,1.88,16.8,4.62
0.6,5.6,2.66,12.3,1.74
8.1,6.1,1.4,12.3,3.18
9.0,36.2,1.44,19.2,4.62
3.3,32.6,2.86,14.4,3.92
9.0,24.1,2.76,19.4,1.5
1.6,8.9,2.88,13.6,3.52
4.2,7.1,1.52,15.7,2.02
5.8,32.5,2.94,18.2,3.34
5.0,2.9,2.42,12.2,2.2
5.3,35.8,1.36,13.4,4.88
2.3,28.7,1.8,16.2,3.98
2.4,8.5,1.5,10.5,3.88
7.0,23.3,1.54,10.5,3.76
5.1,23.4,2.26,20.0,3.2
6.9,31.2,2.34,12.9,4.32
8.7,36.4,2.88,10.0,4.76
3.2,26.4,2.58,16.2,1.96
4.8,28.6,2.0,10.7,3.12
2.8,32.6,2.46,12.7,2.84
6.2,39.2,1.94,18.8,3.46
2.1,26.8,1.18,13.2,2.2
2.5,18.5,2.44,15.2,3.78
2.7,13.0,1.76,13.7,3.8
8.4,29.0,2.98,15.1,2.14
4.8,27.6,2.98,17.7,1.2
7.0,31.9,1.36,11.0,4.82
8.0,35.0,2.26,10.1,4.16
8.3,17.9,1.36,15.2,3.76
4.8,28.9,2.5,19.3,3.42
1.9,37.6,2.22,19.3,3.08
8.5,16.2,1.24,16.7,4.4
9.1,27.0,1.48,17.6,1.7
6.2,37.5,2.98,10.6,3.58
6.0,9.5,2.76,20.1,2.72
4.8,26.1,2.82,16.6,2.2
7.0,36.4,1.82,10.8,4.26
0.0,35.2,1.76,17.7,2.54
9.5,28.7,1.58,16.2,1.96
1.2,8.2,1.08,11.0,4.08
9.3,22.4,2.6,13.6,3.78
8.6,22.2,1.34,11.3,4.7
5.0,11.7,1.4,11.8,1.1
5.5,19.1,2.7,10.7,1.86
8.2,7.8,1.98,10.6,4.48
6.1,7.7,1.1,15.8,1.44
3.1,14.6,1.98,16.2,3.28
2.9,10.6,2.58,10.6,2.94
2.8,38.1,2.3,15.4,3.14
4.8,27.0,1.0,10.2,2.9
4.4,38.9,2.12,16.6,1.5
9.2,24.3,1.58,11.7,3.68
2.9,7.2,2.14,14.4,4.18
1.5,35.6,2.02,19.6,1.64
3.9,35.3,1.72,20.0,2.62
1.8,2.5,1.94,19.1,3.94
1.7,20.9,2.72,13.5,2.88
0.0,9.1,1.0,11.5,4.92
7.7,12.4,1.36,17.8,4.58
4.6,7.2,1.9,12.8,4.38
6.5,12.2,2.32,15.8,3.56
9.1,30.8,1.02,11.7,4.8
9.3,18.3,2.1,14.8,1.12
3.7,18.6,3.0,14.5,3.46
5.0,19.7,1.32,18.2,2.14
6.2,7.7,2.82,12.8,2.7
0.3,34.7,2.62,16.9,4.54
0.0,18.5,2.92,14.9,1.66
0.7,34.3,2.56,15.4,2.0
2.8,25.2,1.42,12.6,3.38
5.4,1.2,1.52,10.6,3.74
0.2,29.8,2.08,19.0,3.2
3.1,7.5,3.0,18.2,3.1
0.9,5.0,1.62,18.0,1.5
7.3,27.4,2.18,14.0,1.62
8.2,14.8,2.64,11.0,3.46
3.3,21.8,1.54,10.4,4.38
9.6,12.1,1.54,16.5,4.78
8.6,21.0,2.46,15.5,1.22
5.4,27.9,2.66,11.1,4.34
9.1,2.5,1.48,14.1,2.72
3.1,17.2,2.68,17.4,2.54
4.9,15.5,2.54,10.9,1.66
0.6,23.7,2.7,12.7,2.38
9.2,37.5,1.5,10.6,4.08
0.7,8.1,2.48,11.3,1.14
6.4,35.5,2.4,17.6,4.48
5.6,27.2,1.32,16.8,2.6
6.6,6.7,2.62,16.0,1.5
8.7,4.3,1.12,15.0,2.12
8.6,6.0,2.1,14.1,3.68
5.8,12.2,2.26,10.7,1.5
7.1,34.8,1.38,14.9,4.72
5.3,19.5,1.74,10.0,3.26
10.0,32.9,2.48,16.8,3.34
